"Dates","B_Value","B_Neutral_PE","B_Growth","B_Robust","B_Neutral_OP","B_Weak","B_Conservative","B_Neutral_INV","B_Aggressive","S_Value","S_Neutral_PE","S_Growth","S_Robust","S_Neutral_OP","S_Weak","S_Conservative","S_Neutral_INV","S_Aggressive"
2000-12-20,0.256084495043695,0.237906318321641,0.245898445536291,0.241780235665939,0.223826670632122,0.228190290376562,0.221341159110166,0.238552097995826,0.236203284202812,0.25109971388135,0.256272906790698,0.245065768623686,-4.00638887286963,0.218151600064375,0.245097159336143,0.185385078962955,0.23618492170221,0.239348726623162
2000-12-21,0.256084495043695,0.237906318321641,0.245898445536291,0.241780235665939,0.223826670632122,0.228190290376562,0.221341159110166,0.238552097995826,0.236203284202812,0.25109971388135,0.256272906790698,0.245065768623686,-4.00638887286963,0.218151600064375,0.245097159336143,0.185385078962955,0.23618492170221,0.239348726623162
2000-12-22,0.256084495043695,0.237906318321641,0.245898445536291,0.241780235665939,0.223826670632122,0.228190290376562,0.221341159110166,0.238552097995826,0.236203284202812,0.25109971388135,0.256272906790698,0.245065768623686,-4.00638887286963,0.218151600064375,0.245097159336143,0.185385078962955,0.23618492170221,0.239348726623162
2000-12-25,0.256059400218732,0.237914862022769,0.245877994785631,0.241786876238923,0.223801762757903,0.228165357212914,0.221316265640769,0.238527104780154,0.236178304599729,0.251074647945767,0.256247810873792,0.24504073765793,-4.00638926446125,0.218246670030525,0.245072128188462,0.185360393877602,0.236395218839036,0.239323728790615
2000-12-26,0.256044343020326,0.237919987784225,0.24586572402358,0.241790860127383,0.223786817784719,0.228150397058663,0.2213013293147,0.238512108577094,0.23616331656821,0.251059608089453,0.2562327530199,0.245025718793759,-4.00638949248156,0.218303711103533,0.245057109215082,0.185345582643015,0.23652139554184,0.239308729816078
2000-12-27,0.256034304761666,0.237923404767179,0.245857543385724,0.241793515863296,0.223776854365698,0.228140423515843,0.221291371662179,0.238502110994402,0.236153324434875,0.251049581395715,0.256222714324116,0.245015706099052,-4.00638964160572,0.218341738107623,0.245047096447547,0.185335708410257,0.236605512685377,0.239298730385172
2000-12-28,0.256027134515017,0.237925845375564,0.245851700009393,0.241795412724591,0.223769737587111,0.22813329950446,0.221284259003383,0.238494969808092,0.236146187141776,0.251042419411452,0.256215543765171,0.245008554116188,-4.0063897467078,0.218368900068259,0.245039944412652,0.185328655349465,0.236665596036792,0.239291587878432
2000-12-29,0.256021756796188,0.237927675780595,0.24584731744238,0.241796835319742,0.223764399975442,0.228127956467366,0.221278924482028,0.238489613887839,0.236140834141876,0.251037047890357,0.256210165812083,0.245003190097285,-4.00638982476043,0.218389271437471,0.24503458035472,0.185323365533427,0.236710658373928,0.239286230967706
2001-01-01,0.255816467288527,0.237883469070144,0.246233577820645,0.241773264520539,0.223823238986524,0.228211500768974,0.221328518620379,0.238705881766847,0.236231748727748,0.250447325619136,0.256017559382853,0.245039170877319,-4.00639128006245,0.218052575702583,0.245200382181966,0.185324807033928,0.236876385896852,0.239425405797485
2001-01-02,0.255652235966007,0.237848097293836,0.246542559841777,0.241754400397035,0.223870299598411,0.228278324334366,0.221368183842834,0.238878877786384,0.236304467901514,0.249975565760126,0.255863473939123,0.245067945193166,-4.00639230245486,0.217783226711189,0.245333007425499,0.185325953610271,0.237008951994887,0.239536730858436
2001-01-03,0.255517865083695,0.237819152516226,0.246795345917042,0.24173896116815,0.223908796726715,0.228332990304992,0.22140063053483,0.239020407884763,0.236363957142061,0.24958959232737,0.255737403843583,0.245091480998805,-4.00639304518763,0.217562855305516,0.245441508257328,0.185326887339239,0.237117404631916,0.239627805205395
2001-01-04,0.255405889492617,0.237795028959631,0.247005989008206,0.241726091744914,0.223940872847131,0.228378539877673,0.221427664856865,0.239138341308873,0.236413525824492,0.249267956004452,0.255632345308511,0.245111089483273,-4.00639359967276,0.217379215944547,0.245531918234964,0.185327662436518,0.237207774582623,0.23970369375747
2001-01-05,0.255311141021973,0.237774614655258,0.247184216962714,0.241715199820054,0.22396801075662,0.228417077986206,0.221450536794072,0.239238125214709,0.236455464517943,0.248995808029377,0.255543449542088,0.245127677949489,-4.00639402308769,0.217223831268288,0.245608413740736,0.185328316150842,0.23728423631559,0.239767902361734
2001-01-08,0.25522992812727,0.237757115174746,0.247336977569901,0.24170586212448,0.223991269323887,0.228450107850028,0.221470138934013,0.239323649959392,0.236491409022656,0.248762542601604,0.255467253112732,0.245141894206269,-4.00639435262812,0.217090646212837,0.245673977489067,0.18532887491823,0.237349771185937,0.239822934815071
2001-01-09,0.255159543679951,0.237741947834748,0.247469365455965,0.241697768141146,0.224011424883355,0.228478731640377,0.221487125679723,0.239397768179644,0.236522558725913,0.24856038241985,0.255401216165382,0.245154213148689,-4.00639461330301,0.216975220518695,0.245730796544942,0.185329358019192,0.23740656526659,0.239870626998845
2001-01-10,0.255097957336383,0.237728675556701,0.247585201320025,0.241690684905143,0.224029059576699,0.228503775863375,0.221501987729567,0.239462619164769,0.236549813039496,0.248383494692783,0.255343433805517,0.24516499084187,-4.00639482240756,0.21687422406928,0.245780511040112,0.185329779845862,0.237456257948324,0.239912355671651
2001-01-11,0.255043616482787,0.237716964060197,0.247687406693294,0.241684434215608,0.224044618498551,0.228525872471835,0.221515100254425,0.239519838716743,0.236573859663366,0.248227419173469,0.255292449347036,0.245174499500351,-4.00639499219664,0.216785110356845,0.245824375081969,0.185330151358654,0.237500102773944,0.239949173547569
