"","Dates","B_Value","B_Neutral_PB","B_Growth","B_Winner","B_Neutral_MOM","B_Loser","S_Value","S_Neutral_PB","S_Growth","S_Winner","S_Neutral_MOM","S_Loser"
"1",2000-12-20,-1.03193058717139,-0.457145141201291,0.674270264251404,0.201911928360256,-0.444660655742214,-0.550496292805916,-0.892572758552927,-0.387988764018337,2.6139196626117,0.033895023679013,-0.557842277563918,0.798639598153618
"2",2000-12-21,-1.02912670075792,-0.463518450493956,0.671643974971124,0.199301830528533,-0.451096317091738,-0.555546894676671,-0.889863305560947,-0.379568534656658,2.61085357068446,0.0297519314496768,-0.555763179904072,0.812932075508167
"3",2000-12-22,-1.02625911096092,-0.468325890323007,0.672962988201735,0.190363867823963,-0.452377755873971,-0.553070537479224,-0.886821202323501,-0.379259889078581,2.60997822350236,0.0268522436422503,-0.556024008611274,0.821981071480171
"4",2000-12-25,-1.02484047187386,-0.470688042854394,0.673607070449222,0.185964334891579,-0.453004977238781,-0.551847906610183,-0.885317719339368,-0.379105213112104,2.60952822078439,0.025425188155844,-0.55614825043461,0.826427767182265
"5",2000-12-26,-1.02399410406482,-0.472092286220082,0.673988702294237,0.183346462526368,-0.453377087573524,-0.551119243972666,-0.884421197130203,-0.379012314908372,2.60925446909758,0.0245761220152419,-0.556220881593339,0.829071359529578
"6",2000-12-27,-1.02268536749172,-0.473306856053989,0.674842898814035,0.180863681005682,-0.452315400184552,-0.551401465907901,-0.883926079021359,-0.379247418781034,2.60874899866636,0.0227305721044211,-0.556446983442111,0.832143420292172
"7",2000-12-28,-1.01925576433285,-0.474729345190611,0.669449044419606,0.175349112065923,-0.450653103429573,-0.552966227828653,-0.88194134485293,-0.379490176061048,2.61137342277766,0.0243032908434673,-0.556236261790321,0.834797353379336
"8",2000-12-29,-1.0492153830528,-0.468563400010998,0.726806782666516,0.218731572419442,-0.436042105477758,-0.564951452652632,-0.898152049640459,-0.370165100908776,2.60760743296534,0.047804114990799,-0.551630105260507,0.737769693961834
"9",2001-01-01,-1.0743901237137,-0.462609938077909,0.776395356506668,0.256639624458098,-0.422680176722076,-0.574887415215792,-0.91139062309152,-0.361550257626766,2.60087589603216,0.0693937296573225,-0.546946692989232,0.651150620782754
"10",2001-01-02,-1.09566056082632,-0.456069367288853,0.816762767548437,0.288238058404175,-0.411182119793905,-0.582365699496477,-0.921578000908667,-0.353762191785143,2.59373710054648,0.0901955922031278,-0.542083628610319,0.573768050007464
"11",2001-01-03,-1.1143802399627,-0.449408093407283,0.850155785419061,0.317231054438462,-0.401428935054869,-0.588979787820294,-0.930096812573697,-0.345657931200736,2.58540640428026,0.107827592168405,-0.536757292213264,0.506088255926654
"12",2001-01-04,-1.13016827433907,-0.442044422538395,0.880807210370975,0.342210404015124,-0.391325180050214,-0.592305961413183,-0.938449948696118,-0.339277136226632,2.57668870520547,0.124396625740267,-0.532980497359223,0.442448475291
"13",2001-01-05,-1.14446126052843,-0.434924585422165,0.907870099104179,0.36304576412177,-0.381338042845969,-0.595378057025512,-0.945455181924941,-0.333065849381845,2.56759287427687,0.138237100769315,-0.528535184896621,0.386412323753352
"14",2001-01-08,-1.15685734394935,-0.427700595313468,0.930489485582717,0.379883220273018,-0.371944087312534,-0.597594890663954,-0.951334232620572,-0.327304469904627,2.55966578473941,0.151771133542253,-0.523609461671514,0.334535457298619
"15",2001-01-09,-1.16808644056927,-0.420533663728497,0.95085335906706,0.396101166738668,-0.363590655774261,-0.598683674510627,-0.956240153286219,-0.322498293993702,2.5513378513255,0.164245783443926,-0.519728369719156,0.286823091006575
"16",2001-01-10,-1.17893377159572,-0.411945535146371,0.970056754701921,0.41056837946365,-0.355936077467505,-0.597714632617045,-0.961025255548499,-0.318438444724309,2.54266289617533,0.175865200042103,-0.517049206986642,0.24188969370308
"17",2001-01-11,-1.18907534436078,-0.402729101399652,0.986699247202374,0.424324868115633,-0.348202891211301,-0.596550244952741,-0.965669373443169,-0.315105352106116,2.53416521840254,0.185667562465013,-0.514352350480607,0.200827761768803
"18",2001-01-12,-1.19877037518002,-0.393709408707056,1.00301225974619,0.436508054918864,-0.340839953008787,-0.594406345387691,-0.970296568993313,-0.311851586820309,2.5252951621272,0.194304486360612,-0.511739915902223,0.162494190846541
"19",2001-01-15,-1.20745102656688,-0.385409751638984,1.01912231381049,0.447801535431667,-0.334012913343943,-0.591544198161863,-0.974332287516091,-0.309526817650587,2.51620206877773,0.201714751128839,-0.50957905669746,0.127015382427077
"20",2001-01-16,-1.21536232520692,-0.378356275071985,1.03357023340318,0.458027958043294,-0.327778153889482,-0.589093092129177,-0.977875983977543,-0.306719334623654,2.50740390333323,0.208451631876095,-0.507288252653913,0.0950196908968702
"21",2001-01-17,-1.22289171680195,-0.371692334017778,1.04811724820472,0.468281349464118,-0.321633204052574,-0.586701954525325,-0.981351033772068,-0.303605671385466,2.49806809902744,0.215516208388892,-0.504892669797792,0.062785679267785
"22",2001-01-18,-1.23063967739189,-0.364672566677664,1.06184042158565,0.478463972493253,-0.315922129707133,-0.584635423115227,-0.984428553267444,-0.300658798359499,2.48849516988913,0.221568304413522,-0.502224007965517,0.0328132881028212
"23",2001-01-19,-1.23698456006084,-0.358479083100931,1.07214667409662,0.485920602076446,-0.310477049152755,-0.582263795329471,-0.98660235671855,-0.298309609442633,2.48118653652177,0.228263234547154,-0.499527423106731,0.00512682966992519
