"","Dates","B_Value","B_Neutral_PB","B_Growth","B_Winner","B_Neutral_MOM","B_Loser","S_Value","S_Neutral_PB","S_Growth","S_Winner","S_Neutral_MOM","S_Loser"
"991",2004-10-06,1.79647764303851,0.0614921905596362,0.640508268203854,0.635253865505746,-0.00941988231025707,1.73651378653718,-0.809736852074188,-0.823621646705141,-0.785001236234103,-0.804893305190867,-0.801601259935553,-0.83597157139482
"992",2004-10-07,1.79689296778386,0.0613215510267281,0.640319279153714,0.635629107170868,-0.00954474048542317,1.73607994082355,-0.809694289660612,-0.823631158616053,-0.784966794519814,-0.804825722684618,-0.801574850351872,-0.836005289640329
"993",2004-10-08,1.79730444098654,0.0611524541876816,0.640131966092607,0.63600092493079,-0.0096684658044101,1.73564992275509,-0.809652062719904,-0.823640534508994,-0.784932642175659,-0.804758720686103,-0.801548630690154,-0.836038652367478
"994",2004-10-11,1.79771211587275,0.0609848792475137,0.639946306865621,0.636369365371239,-0.0097910735912467,1.73522368200025,-0.809610167387381,-0.823649776885271,-0.784898775613807,-0.804692291792448,-0.801522599041549,-0.83607166504567
"995",2004-10-12,1.79811604469424,0.0608188057827649,0.63976227970588,0.636734474237757,-0.00991257889524294,1.73480116910429,-0.809568599855755,-0.823658888189649,-0.784865191304659,-0.804626428725298,-0.801496753519762,-0.836104333034566
"996",2004-10-13,1.79851627875045,0.0606542137332502,0.639579863226106,0.637096296454534,-0.0100329964971099,1.73438233547027,-0.809527356374117,-0.823667870811866,-0.784831885775696,-0.804561124328226,-0.801471092260811,-0.836136661586787
"997",2004-10-14,1.79891286841011,0.0604910833940296,0.639399036410393,0.637454876142729,-0.0101523409149171,1.73396713334058,-0.809486433246943,-0.823676727088112,-0.784798855610344,-0.804496371564211,-0.801445613422781,-0.836168655850536
"998",2004-10-15,1.79930586313218,0.0603293954075915,0.639219778606199,0.637810256638321,-0.0102706264098907,1.73355551577893,-0.809445826833111,-0.823685459302443,-0.784766097446875,-0.804432163513173,-0.801420315185575,-0.836200320872149
"999",2004-10-18,1.79969531148626,0.0601691307562377,0.639042069516542,0.638162480509463,-0.010387866992061,1.73314743665282,-0.809405533544949,-0.823694069688171,-0.784733607977326,-0.804368493369574,-0.801395195750673,-0.836231661598567
"1000",2004-10-19,1.80008126117249,0.0600102707546721,0.638865889192389,0.638511589573404,-0.0105040764257609,1.73274285061644,-0.809365549847294,-0.823702560429197,-0.784701383946447,-0.804305354440071,-0.801370253340883,-0.836262682879742
"1001",2004-10-20,1.1514781112389,0.542774195147178,1.00358468816652,1.63603362296707,0.654942441834444,0.498165024455882,-0.923242034949707,-0.9036392950368,-0.910793399201322,-0.923943653588686,-0.897468733446292,-0.927890967587192
"1002",2004-10-21,1.1514781112389,0.542774195147178,1.00358468816652,1.63603362296707,0.654942441834444,0.498165024455882,-0.923242034949707,-0.9036392950368,-0.910793399201322,-0.923943653588686,-0.897468733446292,-0.927890967587192
"1003",2004-10-22,1.1514781112389,0.542774195147178,1.00358468816652,1.63603362296707,0.654942441834444,0.498165024455882,-0.923242034949707,-0.9036392950368,-0.910793399201322,-0.923943653588686,-0.897468733446292,-0.927890967587192
"1004",2004-10-25,1.1514781112389,0.542774195147178,1.00358468816652,1.63603362296707,0.654942441834444,0.498165024455882,-0.923242034949707,-0.9036392950368,-0.910793399201322,-0.923943653588686,-0.897468733446292,-0.927890967587192
"1005",2004-10-26,1.1514781112389,0.542774195147178,1.00358468816652,1.63603362296707,0.654942441834444,0.498165024455882,-0.923242034949707,-0.9036392950368,-0.910793399201322,-0.923943653588686,-0.897468733446292,-0.927890967587192
