"","Dates","B_Value","B_Neutral_PB","B_Growth","B_Winner","B_Neutral_MOM","B_Loser","S_Value","S_Neutral_PB","S_Growth","S_Winner","S_Neutral_MOM","S_Loser"
"1",2000-12-20,-0.838797141500113,-0.309693688816455,1.22909689894333,0.907920039111226,-0.252041290593951,-0.723070444508221,-0.950845649388802,-0.331475667663547,2.34421190653387,0.136698650430613,-0.514679353319911,-0.697324259228044
"2",2000-12-21,-0.837193908380451,-0.316780823524228,1.24558169530983,0.918348642220655,-0.259259855792129,-0.730155958894644,-0.947682047920262,-0.328853582743996,2.33101909904889,0.133132943408089,-0.514262135527028,-0.693894067204724
"3",2000-12-22,-0.839904630837351,-0.317532131551794,1.24894226777508,0.924730049722925,-0.261772268725799,-0.732366514152272,-0.950261927518438,-0.332678880178588,2.32667449506706,0.131458556272678,-0.51881139537517,-0.678477620498335
"4",2000-12-25,-0.839904630837351,-0.317532131551794,1.24894226777508,0.924730049722925,-0.261772268725799,-0.732366514152272,-0.950261927518438,-0.332678880178588,2.32667449506706,0.131458556272678,-0.51881139537517,-0.678477620498335
"5",2000-12-26,-0.839904630837351,-0.317532131551794,1.24894226777508,0.924730049722925,-0.261772268725799,-0.732366514152272,-0.950261927518438,-0.332678880178588,2.32667449506706,0.131458556272678,-0.51881139537517,-0.678477620498335
"6",2000-12-27,-0.840366554223559,-0.31640158236586,1.25528498310943,0.931704979744548,-0.259350946150682,-0.734251304707992,-0.9526086440542,-0.336557314559735,2.31935053283044,0.129363844183748,-0.523228283537477,-0.672939710268659
"7",2000-12-28,-0.83849803125287,-0.317436132341914,1.25255012519377,0.930880034839516,-0.255443589633464,-0.737938582985747,-0.953969428126613,-0.337139383382354,2.32081881041046,0.130641181484186,-0.524534178456638,-0.669930825748334
"8",2000-12-29,-0.834884600028161,-0.328481622035079,1.23864249029134,0.917601396962866,-0.245422466992329,-0.733896914801759,-0.963539881486468,-0.336225797617264,2.33367572694715,0.138692513482032,-0.523153887752454,-0.663006956969871
"9",2001-01-01,-0.834884600028161,-0.328481622035079,1.23864249029134,0.917601396962866,-0.245422466992329,-0.733896914801759,-0.963539881486468,-0.336225797617264,2.33367572694715,0.138692513482032,-0.523153887752454,-0.663006956969871
"10",2001-01-02,-0.833697040147613,-0.335428273059689,1.22550553183222,0.90499628514739,-0.239473750327384,-0.72990519660241,-0.969211936875232,-0.335325099732205,2.34596186175454,0.145970175374427,-0.521493240274959,-0.657899317089086
"11",2001-01-03,-0.832485700527203,-0.34027341232853,1.2145338666053,0.897492875939462,-0.235462610228851,-0.727788118418541,-0.973699610697038,-0.333622508776448,2.35461556941119,0.151307220230007,-0.519814646889987,-0.654802924319365
"12",2001-01-04,-0.830533720309629,-0.342140795480493,1.20739677178431,0.892591968648849,-0.230170495778666,-0.723566314366843,-0.978895920379355,-0.333600323906648,2.35992611295506,0.154081598314282,-0.519855358203379,-0.655233523277485
"13",2001-01-05,-0.829726503948236,-0.343662988314021,1.20110511297304,0.88620041313929,-0.224814055552108,-0.720437002592882,-0.983562782690248,-0.332692255217794,2.36543213835834,0.156080282111998,-0.519443815685968,-0.654478542581419
"14",2001-01-08,-0.828682872311527,-0.344340736467571,1.19276894482903,0.877976567338266,-0.219320722949533,-0.716833462660745,-0.98757069151051,-0.331859234282413,2.37284139037966,0.158854278596183,-0.51893920395278,-0.65489425700806
"15",2001-01-09,-0.828215422993702,-0.344735729658442,1.18749279268275,0.872835463891216,-0.215046539182018,-0.712989746695237,-0.99043096807932,-0.331860869956293,2.37720427426833,0.161389639234884,-0.519497973914043,-0.656144919598118
"16",2001-01-10,-0.829135849512009,-0.342618140377653,1.18470259088697,0.869413836102625,-0.211636758519942,-0.708133796420222,-0.993341306343909,-0.332537736443944,2.37939062821196,0.16272045225237,-0.520843041134265,-0.657980878701984
"17",2001-01-11,-0.830384702862556,-0.339511878899616,1.18233209788118,0.867474661824112,-0.208120070584566,-0.70350552654886,-0.996842292518029,-0.332862397815691,2.38068816508112,0.162615161275637,-0.522015089918974,-0.659868126913763
"18",2001-01-12,-0.831425367023186,-0.336487651160001,1.18076834315242,0.864765529994961,-0.204870432031977,-0.698660495725208,-1.00034164851831,-0.333262078184474,2.38193125243028,0.162464109551591,-0.522921100042515,-0.66196046244358
"19",2001-01-15,-0.832169196759483,-0.33343862475017,1.17992765028167,0.862431473476006,-0.201868562646096,-0.693397414181593,-1.00330969139573,-0.334773096892262,2.38283938981791,0.162021055210089,-0.523836704883889,-0.664426277276453
"20",2001-01-16,-0.833144729420832,-0.331860066792983,1.17730998233979,0.858307120794718,-0.199859787322172,-0.689043708279992,-1.00524576870672,-0.334964771281019,2.38551364100866,0.16309847490425,-0.524043163286714,-0.666067223956982
"21",2001-01-17,-0.833432575403979,-0.330641187534495,1.17285646601159,0.8536450409364,-0.198168821719832,-0.685073518375281,-1.00664039586356,-0.334881091619124,2.38935950184965,0.165295372673581,-0.52361932705711,-0.668699463897836
"22",2001-01-18,-0.834416230308656,-0.32929569028427,1.16831008551447,0.849719146084109,-0.197044703133821,-0.681600877663021,-1.00756409443953,-0.334721995099848,2.39293446840561,0.167498775805299,-0.523020150181,-0.670798734699341
"23",2001-01-19,-0.83485552718348,-0.328634069729405,1.159862412827,0.841791038153984,-0.196548808830541,-0.678015177431942,-1.007530546528,-0.33481626751834,2.40063702439426,0.171393968902829,-0.521909988469831,-0.671374058586536
