Dates,B_Value,B_Neutral_PE,B_Growth,B_Robust,B_Neutral_OP,B_Weak,B_Conservative,B_Neutral_INV,B_Aggressive,S_Value,S_Neutral_PE,S_Growth,S_Robust,S_Neutral_OP,S_Weak,S_Conservative,S_Neutral_INV,S_Aggressive
2000-12-20T00:00:00Z,-0.900658988776736,-0.4113473469337764,0.551820272444811,-0.12254493429611914,-0.4007193741477997,-0.190703427528432,-0.43296990616168884,-0.016427418621924268,0.06931270694603876,-0.7820244471350608,-0.35247490905186296,2.2030329786217266,-0.4186374618327377,-0.6896742617482597,2.894326380121205,-0.3979088316500398,-0.7217001341866446,0.11929910393730188
2000-12-21T00:00:00Z,-0.8959064666726279,-0.4161094023018278,0.5468319958620094,-0.12641240929413716,-0.40557189133584487,-0.18600770257048305,-0.43260671374130216,-0.018842722001633356,0.06302704139411443,-0.7777714002929651,-0.3448959375864284,2.1918346470587067,-0.4201002577090185,-0.6879000287059599,2.9086860283510947,-0.3819710547851864,-0.7232715543716886,0.10698782870317772
2000-12-22T00:00:00Z,-0.8929459727022204,-0.42040671790671635,0.546203220730494,-0.12941245525599349,-0.40689951079094444,-0.18419352254342664,-0.4347435817240545,-0.01708052935541495,0.06777489155157776,-0.7748496074016638,-0.3449726331473682,2.1867503363332625,-0.42140034118481856,-0.6870310931766708,2.914790388181397,-0.37962591019551395,-0.7190467386097263,0.09708977719780243
2000-12-25T00:00:00Z,-0.8914874825256837,-0.42251391660915244,0.5458914022963598,-0.13088447897814207,-0.407548917984561,-0.18330185389979012,-0.4357901011624353,-0.016215343758546517,0.07010529376239083,-0.7734107957585283,-0.3450082990357247,2.184241786887071,-0.42203614710067017,-0.6866005659422397,2.9177703386594516,-0.37847245832165305,-0.7169685742369357,0.09223011370878943
2000-12-26T00:00:00Z,-0.8906192444685637,-0.4237652601668863,0.5457051393142713,-0.13175892366101263,-0.40793406560901474,-0.18277169350342368,-0.43641116303194966,-0.015701219544848394,0.07148989784766295,-0.7725544626610789,-0.34502887253320347,2.1827472810543336,-0.42241318681430046,-0.6863435133841264,2.9195357944782354,-0.37778639546901366,-0.7157324377041441,0.08934232585706284
2000-12-27T00:00:00Z,-0.8889020485659523,-0.4246301399249907,0.545654767475587,-0.13120221700597143,-0.4068905613307154,-0.18513435124100913,-0.43704658821935777,-0.017149925090829524,0.07604413003011902,-0.771638561992362,-0.34514185714864687,2.1799711038774667,-0.4231440317100752,-0.6870776581735114,2.922459754354819,-0.37764197586828707,-0.7135199231993378,0.08499008373305622
2000-12-28T00:00:00Z,-0.885004703748615,-0.4255472425079982,0.5398812098429348,-0.1330660844199274,-0.40523232567959677,-0.18765308243538562,-0.4375792699667366,-0.020586108765391863,0.07743886910275478,-0.7691423096606369,-0.345186868207216,2.1784273178667326,-0.4230937720630179,-0.6866776893994664,2.927404966152874,-0.37880332122989596,-0.7087027114536166,0.08312312657220586
2000-12-29T00:00:00Z,-0.918693488075013,-0.4260474105983202,0.5881477507506416,-0.1262614545858025,-0.3984551717802674,-0.20312461162879045,-0.44208841355144574,-0.017299784026447333,0.1051953801472837,-0.7905259095087893,-0.34256274594748337,2.183886833619878,-0.4181890920570173,-0.7090026870164072,2.886753174509018,-0.3767836528250917,-0.72425979797049,0.1293110805445449
2001-01-01T00:00:00Z,-0.948307341852045,-0.42628957965357445,0.6309247375426029,-0.12013056912513709,-0.3922184456785035,-0.21682950884388005,-0.4458993131961551,-0.014359764460397106,0.12990662423151425,-0.8092236700495133,-0.3400577116129764,2.1877114246236125,-0.4136133520231527,-0.7285793107851322,2.849105206480807,-0.37480146441290124,-0.7377914524346866,0.17045349124951759
2001-01-02T00:00:00Z,-0.9746705484878088,-0.4256904776437298,0.6668190544073229,-0.11443346798329392,-0.3871624232259067,-0.22911445252399573,-0.4487435254132768,-0.012186219822761453,0.15032285707674684,-0.8252503296950142,-0.33787719781220565,2.192048771567625,-0.4084829198025676,-0.7454381378139586,2.8141852672149392,-0.373160712688154,-0.748299701298072,0.20713416394410977
2001-01-03T00:00:00Z,-0.9985880533724926,-0.4243185686253171,0.6979838961553659,-0.11074213892771272,-0.3828838007356101,-0.23935770363951842,-0.44998873192068445,-0.009507122768777469,0.16467967711582246,-0.8394410132410808,-0.3347200004726223,2.1965451275731898,-0.4029886043773531,-0.7600015226904766,2.7819428472766936,-0.36994951198270687,-0.7581570130415536,0.23949223767483369
2001-01-04T00:00:00Z,-1.0198315726600993,-0.42222049276766654,0.7266290796047057,-0.10594369158119364,-0.378172635401042,-0.24861253883010806,-0.4501704841727325,-0.006851567680325704,0.1792843780856324,-0.8533310287204561,-0.33297076135713916,2.1994418135995772,-0.3993501327886714,-0.7733657815817613,2.751336201241693,-0.3683333998468884,-0.7680656042826042,0.27052821913908087
2001-01-05T00:00:00Z,-1.039642021347839,-0.4200427665610791,0.7525457902454361,-0.10122588626040008,-0.37324859367094987,-0.25726859755242093,-0.4506216543448064,-0.005381497561644044,0.19382932109474502,-0.8658609860232183,-0.33109514882919494,2.201890173318515,-0.3954317753546297,-0.7856265934411893,2.7224888838772303,-0.36636133836715856,-0.7770049470752242,0.2980576378538267
2001-01-08T00:00:00Z,-1.0572673787681242,-0.41753867317271487,0.7740750423003261,-0.09692599057176997,-0.3686204690160805,-0.26453626992417467,-0.4510250066117004,-0.002621566955009555,0.20579019654626887,-0.8769508223812127,-0.32945571505054344,2.203439643253493,-0.3918106048474194,-0.797213715641095,2.6965644159835933,-0.3642965856872049,-0.7853808096340545,0.32377431017742414
