Dates,B_Value,B_Neutral_PE,B_Growth,B_Robust,B_Neutral_OP,B_Weak,B_Conservative,B_Neutral_INV,B_Aggressive,S_Value,S_Neutral_PE,S_Growth,S_Robust,S_Neutral_OP,S_Weak,S_Conservative,S_Neutral_INV,S_Aggressive
2000-12-20T00:00:00Z,-0.3204551755057858,-0.7250713578433386,0.3289618759707878,0.283652247299409,-0.46113049728815725,-0.3366539584076828,-1.2414840045383722,-0.42933695442864006,1.7405699301063624,-0.5901693585204012,-0.32209648359452203,2.2959166282244987,0.27147380481643557,0.8410331905576376,-0.964467656772665,-1.2233961861770963,-0.5242024339593075,1.376856390060837
2000-12-21T00:00:00Z,-0.3204551755057858,-0.7250713578433386,0.3289618759707878,0.283652247299409,-0.46113049728815725,-0.3366539584076828,-1.2414840045383722,-0.42933695442864006,1.7405699301063624,-0.5901693585204012,-0.32209648359452203,2.2959166282244987,0.27147380481643557,0.8410331905576376,-0.964467656772665,-1.2233961861770963,-0.5242024339593075,1.376856390060837
2000-12-22T00:00:00Z,-0.3204551755057858,-0.7250713578433386,0.3289618759707878,0.283652247299409,-0.46113049728815725,-0.3366539584076828,-1.2414840045383722,-0.42933695442864006,1.7405699301063624,-0.5901693585204012,-0.32209648359452203,2.2959166282244987,0.27147380481643557,0.8410331905576376,-0.964467656772665,-1.2233961861770963,-0.5242024339593075,1.376856390060837
2000-12-25T00:00:00Z,-0.3205329505944867,-0.7251697450917445,0.3289171838099686,0.2836052469528496,-0.46121543872938114,-0.3367325587028752,-1.2416086991378228,-0.4294202762273197,1.7405971487882692,-0.5902608735237612,-0.32217434229555963,2.2959721376553492,0.27142618406957486,0.8410145845895542,-0.9639275892204926,-1.2235199593378676,-0.5238351332701322,1.3768650802658773
2000-12-26T00:00:00Z,-0.32057961475604024,-0.7252287716305051,0.32889036151066764,0.2835770402928997,-0.46126640099236393,-0.33677971779140714,-1.2416835038095688,-0.42947026709126623,1.7406134558347424,-0.5903157783553968,-0.322221056604563,2.296005412400255,0.2713976053174884,0.8410034077810276,-0.9636035081631005,-1.2235942113662859,-0.523614727224206,1.3768702746476236
2000-12-27T00:00:00Z,-0.3206107238243617,-0.7252681202334964,0.32887247706000705,0.2835582331647175,-0.46130037474885555,-0.33681115672897044,-1.2417333685512912,-0.4295035934094939,1.7406243171288394,-0.5903523798371682,-0.3222521990962014,2.296027582679441,0.27137855018958834,0.8409959510629544,-0.9633874372432427,-1.223643707770772,-0.5234677791831504,1.3768737293414561
2000-12-28T00:00:00Z,-0.32063294440452084,-0.7252962251911906,0.328859701023283,0.2835447981850922,-0.46132464118565464,-0.33683361288980673,-1.2417689837547685,-0.4295273974693107,1.7406320702629314,-0.5903785229002845,-0.32227444354608414,2.296043412281498,0.27136493809753776,0.840990622135544,-0.9632330926047252,-1.2236790599211218,-0.5233628110680468,1.376876192949628
2000-12-29T00:00:00Z,-0.32064960973945866,-0.7253173032599283,0.32885011821420124,0.2835347212303519,-0.46134284072207604,-0.33685045488825915,-1.2417956938067043,-0.4295452502661618,1.740637882415407,-0.5903981297312465,-0.3222911267810863,2.296055281030947,0.2713547283250133,0.840986623963203,-0.963117329605233,-1.2237055727077708,-0.52328408212267985,1.3768780384514807
2001-01-01T00:00:00Z,-0.3842917182763814,-0.713129819133812,0.3710274809291487,0.31446944633093743,-0.4559515864998443,-0.36234757874793944,-1.1978208127174044,-0.4191203843605756,1.6814433691124038,-0.605221918848019,-0.329500591600227,2.329371674286868,0.26929074508237677,0.8474231077802643,-0.9700125335303451,-1.233694179768799,-0.521702219663856,1.379767519625203
2001-01-02T00:00:00Z,-0.4359839987753903,-0.7027250283132347,0.40521057893843726,0.3395136104742238,-0.45125861672593387,-0.3829232570819836,-1.161162281049476,-0.41034308178354384,1.6320529906327088,-0.6169308058368862,-0.33517254449511996,2.3550643808539995,0.2674331973209612,0.852131299859337,-0.97501629399324,-1.241053020210115,-0.5200758886861425,1.3812387588713975
